"Country_code","Year","Species","Pop"
"SYR",2014,"LR",1098391
"TCD",2014,"LR",23638000
"TGO",2014,"LR",437390
"TJK",2014,"LR",2143179
"TKM",2014,"LR",2203000
"TUR",2014,"LR",14096862.56
"TUR2",2014,"LR",435985.44
"TZA",2014,"LR",25800000
"UGA",2014,"LR",13623000
"UZB",2014,"LR",10607300
"YEM",2014,"LR",1768442
"ZMB",2014,"LR",4085000
"ZWE",2014,"LR",4868357
"AFG",2015,"LR",5261000
"AGO",2015,"LR",4990113
"AllAF",2015,"LR",299430977
"AllAS",2015,"LR",474655128
"AllCA",2015,"LR",35781619
"AllEA",2015,"LR",142351977
"AllME",2015,"LR",14545604
"AllSAARC",2015,"LR",337704886
"AllSADC",2015,"LR",49778239
"AllWA",2015,"LR",71519142
"AllWE",2015,"LR",122404638
"ARE",2015,"LR",110929
"ARM",2015,"LR",689273
"AZE",2015,"LR",2708291
"BDI",2015,"LR",796530
"BEN",2015,"LR",2280000
"BFA",2015,"LR",9272510
"BGD",2015,"LR",25100000
"BHR",2015,"LR",8945
"BTN",2015,"LR",304072
"BWA",2015,"LR",1744166
"CAF",2015,"LR",4438477
"CIV",2015,"LR",1592923
"CMR",2015,"LR",6064973
"COD",2015,"LR",1005385
"COG",2015,"LR",340577
"COM",2015,"LR",50307
"CPV",2015,"LR",22852
"DJI",2015,"LR",302416
"EGY",2015,"LR",8584755
"ERI",2015,"LR",2099522
"ETH",2015,"LR",57829953
"GAB",2015,"LR",39081
"GEO",2015,"LR",989300
"GHA",2015,"LR",1734000
"GIN",2015,"LR",6407100
"GMB",2015,"LR",491969
"GNB",2015,"LR",684238
"GNQ",2015,"LR",5313
"IND",2015,"LR",298480144
"IRN",2015,"LR",4673737
"IRQ",2015,"LR",2017575
"JOR",2015,"LR",73699
"KEN",2015,"LR",18728076
"KGZ",2015,"LR",1492517
"KWT",2015,"LR",29263
"LBN",2015,"LR",87486
"LBR",2015,"LR",44244
"LKA",2015,"LR",1411190
"MLI",2015,"LR",10313357
"MOZ",2015,"LR",1682017
"MRT",2015,"LR",1849000
"MWI",2015,"LR",1398376
"NAM",2015,"LR",2770545
"NER",2015,"LR",12059951
"NGA",2015,"LR",20184763
"NPL",2015,"LR",12409480
"OMN",2015,"LR",374020
"PAK",2015,"LR",76821000
"PSE",2015,"LR",36730
"QAT",2015,"LR",17412
"RWA",2015,"LR",1349792
"SAU",2015,"LR",357801
"SDN",2015,"LR",30376000
"SEN",2015,"LR",3515471
"SLE",2015,"LR",625000
"SOM",2015,"LR",4889370
"SSD",2015,"LR",11823700
"STP",2015,"LR",1100
"SYR",2015,"LR",1098000
"TCD",2015,"LR",24892098
"TGO",2015,"LR",441764
"TJK",2015,"LR",2224385
"TKM",2015,"LR",2205000
"TUR",2015,"LR",13914586.95
"TUR2",2015,"LR",430348.05
"TZA",2015,"LR",26713644
"UGA",2015,"LR",14156618
"UZB",2015,"LR",10995200
"YEM",2015,"LR",1748989
"ZMB",2015,"LR",3946348
"ZWE",2015,"LR",5477338
"AFG",2016,"LR",5234400
"AGO",2016,"LR",5078430
"AllAF",2016,"LR",306593544
"AllAS",2016,"LR",480692037
"AllCA",2016,"LR",37284745
"AllEA",2016,"LR",145361290
"AllME",2016,"LR",14402258
"AllSAARC",2016,"LR",339282576
"AllSADC",2016,"LR",50603239
"AllWA",2016,"LR",73344270
"AllWE",2016,"LR",127007203
"ARE",2016,"LR",108384
"ARM",2016,"LR",702226
"AZE",2016,"LR",2698496
"BDI",2016,"LR",769991
"BEN",2016,"LR",2339000
"BFA",2016,"LR",9457934
"BGD",2016,"LR",25256000
"BHR",2016,"LR",8093
"BTN",2016,"LR",303829
"BWA",2016,"LR",1500000
"CAF",2016,"LR",4531428
"CIV",2016,"LR",1628061
"CMR",2016,"LR",6156047
"COD",2016,"LR",1044874
"COG",2016,"LR",339720
"COM",2016,"LR",50681
"CPV",2016,"LR",22902
"DJI",2016,"LR",304542
"EGY",2016,"LR",8449033
"ERI",2016,"LR",2108957
"ETH",2016,"LR",59486667
"GAB",2016,"LR",39471
"GEO",2016,"LR",1010922
"GHA",2016,"LR",1815000
"GIN",2016,"LR",6758600
"GMB",2016,"LR",455028
"GNB",2016,"LR",693350
"GNQ",2016,"LR",5338
"IND",2016,"LR",300039230
"IRN",2016,"LR",5630115
"IRQ",2016,"LR",2062529
"JOR",2016,"LR",74840
"KEN",2016,"LR",20529190
"KGZ",2016,"LR",1527763
"KWT",2016,"LR",24246
"LBN",2016,"LR",86265
"LBR",2016,"LR",42932
"LKA",2016,"LR",1211900
"MLI",2016,"LR",10941300
"MOZ",2016,"LR",1861346
"MRT",2016,"LR",1953000
"MWI",2016,"LR",1470895
"NAM",2016,"LR",3173767
"NER",2016,"LR",12783548
"NGA",2016,"LR",19884104
"NPL",2016,"LR",12471617
"OMN",2016,"LR",381500
"PAK",2016,"LR",79400000
"PSE",2016,"LR",22820
"QAT",2016,"LR",27909
"RWA",2016,"LR",1214244
"SAU",2016,"LR",361362
"SDN",2016,"LR",30632000
"SEN",2016,"LR",3549369
"SLE",2016,"LR",579793
"SOM",2016,"LR",4850000
"SSD",2016,"LR",11830800
"STP",2016,"LR",1362
"SYR",2016,"LR",1098000
"TCD",2016,"LR",26211379
"TGO",2016,"LR",440349
"TJK",2016,"LR",2293474
"TKM",2016,"LR",2201000
"TUR",2016,"LR",13703972.79
"TUR2",2016,"LR",423834.21
"TZA",2016,"LR",27101741
"UGA",2016,"LR",13634899
"UZB",2016,"LR",12181000
"YEM",2016,"LR",1697277
"ZMB",2016,"LR",3793263
"ZWE",2016,"LR",5528242
"AFG",2017,"LR",4977000
"AGO",2017,"LR",5069445
"AllAF",2017,"LR",308394331
"AllAS",2017,"LR",483509296
"AllCA",2017,"LR",38445432
"AllEA",2017,"LR",145068029
"AllME",2017,"LR",13546998
"AllSAARC",2017,"LR",340764107
"AllSADC",2017,"LR",49358059
"AllWA",2017,"LR",75522811
"AllWE",2017,"LR",129198191
"ARE",2017,"LR",106177
"ARM",2017,"LR",656486
"AZE",2017,"LR",2672990
"BDI",2017,"LR",1077539
"BEN",2017,"LR",2400000
"BFA",2017,"LR",9647073
"BGD",2017,"LR",25413000
"BHR",2017,"LR",6898
"BTN",2017,"LR",303800
"BWA",2017,"LR",1100375
"CAF",2017,"LR",4446827
"CIV",2017,"LR",1660220
"CMR",2017,"LR",5999444
"COD",2017,"LR",1080993
"COG",2017,"LR",350725
"COM",2017,"LR",50879
"CPV",2017,"LR",29599
"DJI",2017,"LR",299104
"EGY",2017,"LR",7819870
"ERI",2017,"LR",2134373
"ETH",2017,"LR",60392019
"GAB",2017,"LR",38482
"GEO",2017,"LR",981149
"GHA",2017,"LR",1901000
"GIN",2017,"LR",7129251
"GMB",2017,"LR",472261
"GNB",2017,"LR",687018
"GNQ",2017,"LR",5376
"IND",2017,"LR",301237392
"IRN",2017,"LR",5006128
"IRQ",2017,"LR",2108533
"JOR",2017,"LR",75595
"KEN",2017,"LR",18338810
"KGZ",2017,"LR",1575434
"KWT",2017,"LR",30630
"LBN",2017,"LR",85169
"LBR",2017,"LR",44446
"LKA",2017,"LR",1284430
"MLI",2017,"LR",11415900
"MOZ",2017,"LR",1951337
"MRT",2017,"LR",1943865
"MWI",2017,"LR",1508299
"NAM",2017,"LR",2944444
"NER",2017,"LR",13550559
"NGA",2017,"LR",20057095
"NPL",2017,"LR",12525485
"OMN",2017,"LR",389130
"PAK",2017,"LR",82100000
"PSE",2017,"LR",23000
"QAT",2017,"LR",24958
"RWA",2017,"LR",1166187
"SAU",2017,"LR",364958
"SDN",2017,"LR",30926000
"SEN",2017,"LR",3587000
"SLE",2017,"LR",546881
"SOM",2017,"LR",4800000
"SSD",2017,"LR",11837500
"STP",2017,"LR",1375
"SYR",2017,"LR",840126
"TCD",2017,"LR",27603203
"TGO",2017,"LR",450643
"TJK",2017,"LR",2332776
"TKM",2017,"LR",2203000
"TUR",2017,"LR",13795561.16
"TUR2",2017,"LR",426666.84
"TZA",2017,"LR",26565864
"UGA",2017,"LR",14096497
"UZB",2017,"LR",12471000
"YEM",2017,"LR",1671954
"ZMB",2017,"LR",3753080
"ZWE",2017,"LR",5333343
"AFG",2018,"LR",5157467
"AGO",2018,"LR",5100419
"AllAF",2018,"LR",318202062
"AllAS",2018,"LR",491874422
"AllCA",2018,"LR",40001847
"AllEA",2018,"LR",149868055
"AllME",2018,"LR",13497767
"AllSAARC",2018,"LR",342257548
"AllSADC",2018,"LR",50757574
"AllWA",2018,"LR",77574586
"AllWE",2018,"LR",136119107
"ARE",2018,"LR",103759
"ARM",2018,"LR",591302
"AZE",2018,"LR",2658822
"BDI",2018,"LR",1110936
"BEN",2018,"LR",2462000
"BFA",2018,"LR",9840000
"BGD",2018,"LR",25571000
"BHR",2018,"LR",7000
"BTN",2018,"LR",299132
"BWA",2018,"LR",1100000
"CAF",2018,"LR",4520611
"CIV",2018,"LR",1694873
"CMR",2018,"LR",6017739
"COD",2018,"LR",1144766
"COG",2018,"LR",348274
"COM",2018,"LR",50757
"CPV",2018,"LR",29558
"DJI",2018,"LR",298933
"EGY",2018,"LR",7824177
"ERI",2018,"LR",2125043
"ETH",2018,"LR",61510258
"GAB",2018,"LR",38815
"GEO",2018,"LR",928210
"GHA",2018,"LR",1922000
"GIN",2018,"LR",7520274
"GMB",2018,"LR",478768
"GNB",2018,"LR",697375
"GNQ",2018,"LR",5400
"IND",2018,"LR",302313761
"IRN",2018,"LR",5631781
"IRQ",2018,"LR",2155614
"JOR",2018,"LR",76502
"KEN",2018,"LR",19635142
"KGZ",2018,"LR",1627296
"KWT",2018,"LR",29077
"LBN",2018,"LR",86307
"LBR",2018,"LR",45207
"LKA",2018,"LR",1419530
"MLI",2018,"LR",11758377
"MOZ",2018,"LR",2381894
"MRT",2018,"LR",1915255
"MWI",2018,"LR",1655517
"NAM",2018,"LR",2895891
"NER",2018,"LR",14363592
"NGA",2018,"LR",20201433
"NPL",2018,"LR",12654125
"OMN",2018,"LR",396913
"PAK",2018,"LR",84932000
"PSE",2018,"LR",25916
"QAT",2018,"LR",38165
"RWA",2018,"LR",1293768
"SAU",2018,"LR",477255
"SDN",2018,"LR",31223000
"SEN",2018,"LR",3627858
"SLE",2018,"LR",564928
"SOM",2018,"LR",4738892
"SSD",2018,"LR",13314145
"STP",2018,"LR",1407
"SYR",2018,"LR",773630
"TCD",2018,"LR",29069601
"TGO",2018,"LR",453088
"TJK",2018,"LR",2342934
"TKM",2018,"LR",2214292
"TUR",2018,"LR",16704275.91
"TUR2",2018,"LR",516627.09
"TZA",2018,"LR",27298584
"UGA",2018,"LR",14617938
"UZB",2018,"LR",12814100
"YEM",2018,"LR",1503452
"ZMB",2018,"LR",3714667
"ZWE",2018,"LR",5415079
"AFG",2019,"LR",5122956
"AGO",2019,"LR",5077828
"AllAF",2019,"LR",328938246
"AllAS",2019,"LR",493648788
"AllCA",2019,"LR",41645643
"AllEA",2019,"LR",155724850
"AllME",2019,"LR",10403131
"AllSAARC",2019,"LR",343372754
"AllSADC",2019,"LR",51665235
"AllWA",2019,"LR",79902518
"AllWE",2019,"LR",139872903
"ARE",2019,"LR",100914
"ARM",2019,"LR",572531
"AZE",2019,"LR",2646629
"BDI",2019,"LR",756036
"BEN",2019,"LR",2526000
"BFA",2019,"LR",10000233
"BGD",2019,"LR",25677000
"BHR",2019,"LR",7667
"BTN",2019,"LR",303066
"BWA",2019,"LR",934732
"CAF",2019,"LR",4600715
"CIV",2019,"LR",1722666
"CMR",2019,"LR",6036467
"COD",2019,"LR",1211912
"COG",2019,"LR",350155
"COM",2019,"LR",50857
"CPV",2019,"LR",29623
"DJI",2019,"LR",298991
"EGY",2019,"LR",4236000
"ERI",2019,"LR",2129432
"ETH",2019,"LR",65354090
"GAB",2019,"LR",39039
"GEO",2019,"LR",897338
"GHA",2019,"LR",1943000
"GIN",2019,"LR",7932748
"GMB",2019,"LR",482664
"GNB",2019,"LR",708908
"GNQ",2019,"LR",5425
"IND",2019,"LR",303314549
"IRN",2019,"LR",5653090
"IRQ",2019,"LR",2203798
"JOR",2019,"LR",77146
"KEN",2019,"LR",20898769
"KGZ",2019,"LR",1680750
"KWT",2019,"LR",34746
"LBN",2019,"LR",85949
"LBR",2019,"LR",45040
"LKA",2019,"LR",1384440
"MLI",2019,"LR",12111128
"MOZ",2019,"LR",2483475
"MRT",2019,"LR",1933189
"MWI",2019,"LR",1867034
"NAM",2019,"LR",3004701
"NER",2019,"LR",15225408
"NGA",2019,"LR",20527245
"NPL",2019,"LR",12693699
"OMN",2019,"LR",404851
"PAK",2019,"LR",87823000
"PSE",2019,"LR",28440
"QAT",2019,"LR",43061
"RWA",2019,"LR",1325491
"SAU",2019,"LR",567040
"SDN",2019,"LR",31489000
"SEN",2019,"LR",3671393
"SLE",2019,"LR",583571
"SOM",2019,"LR",4800000
"SSD",2019,"LR",13580389
"STP",2019,"LR",1381
"SYR",2019,"LR",795467
"TCD",2019,"LR",30612461
"TGO",2019,"LR",459702
"TJK",2019,"LR",2377382
"TKM",2019,"LR",2277196
"TUR",2019,"LR",17336161.07
"TUR2",2019,"LR",536169.93
"TZA",2019,"LR",27816817
"UGA",2019,"LR",15092652
"UZB",2019,"LR",12949700
"YEM",2019,"LR",1818052
"ZMB",2019,"LR",3696010
"ZWE",2019,"LR",5521869
"AFG",2020,"LR",5085807
"AGO",2020,"LR",5120014
"AllAF",2020,"LR",340514269
"AllAS",2020,"LR",498060291
"AllCA",2020,"LR",43369947
"AllEA",2020,"LR",162248290
"AllME",2020,"LR",10378082
"AllSAARC",2020,"LR",344509825
"AllSADC",2020,"LR",52570507
"AllWA",2020,"LR",82325525
"AllWE",2020,"LR",143172384
"ARE",2020,"LR",98875
"ARM",2020,"LR",579946
"AZE",2020,"LR",2650700
"BDI",2020,"LR",628022
"BEN",2020,"LR",2592000
"BFA",2020,"LR",10312137
"BGD",2020,"LR",25884000
"BHR",2020,"LR",7815
"BTN",2020,"LR",281413
"BWA",2020,"LR",1045036
"CAF",2020,"LR",4679444
"CIV",2020,"LR",1756473
"CMR",2020,"LR",6055196
"COD",2020,"LR",1267642
"COG",2020,"LR",351997
"COM",2020,"LR",50956
"CPV",2020,"LR",29519
"DJI",2020,"LR",299049
"EGY",2020,"LR",4083067
"ERI",2020,"LR",2133821
"ETH",2020,"LR",70291776
"GAB",2020,"LR",39263
"GEO",2020,"LR",887866
"GHA",2020,"LR",1922000
"GIN",2020,"LR",8368000
"GMB",2020,"LR",486561
"GNB",2020,"LR",720752
"GNQ",2020,"LR",5450
"IND",2020,"LR",304201366
"IRN",2020,"LR",5495130
"IRQ",2020,"LR",2253113
"JOR",2020,"LR",77364
"KEN",2020,"LR",21653595
"KGZ",2020,"LR",1715776
"KWT",2020,"LR",31484
"LBN",2020,"LR",86676
"LBR",2020,"LR",45505
"LKA",2020,"LR",1426570
"MLI",2020,"LR",12474462
"MOZ",2020,"LR",2603581
"MRT",2020,"LR",1953792
"MWI",2020,"LR",1946033
"NAM",2020,"LR",2948345
"NER",2020,"LR",16138934
"NGA",2020,"LR",20744892
"NPL",2020,"LR",12716476
"OMN",2020,"LR",412948
"PAK",2020,"LR",90815000
"PSE",2020,"LR",25785
"QAT",2020,"LR",44718
"RWA",2020,"LR",1333158
"SAU",2020,"LR",700000
"SDN",2020,"LR",31757266
"SEN",2020,"LR",3712799
"SLE",2020,"LR",598442
"SOM",2020,"LR",4826203
"SSD",2020,"LR",13784065
"STP",2020,"LR",1388
"SYR",2020,"LR",891751
"TCD",2020,"LR",32237209
"TGO",2020,"LR",469257
"TJK",2020,"LR",2351112
"TKM",2020,"LR",2278876
"TUR",2020,"LR",17613231.87
"TUR2",2020,"LR",544739.13
"TZA",2020,"LR",28335049
"UGA",2020,"LR",15541335
"UZB",2020,"LR",13154200
"YEM",2020,"LR",1664486
"ZMB",2020,"LR",3740472
"ZWE",2020,"LR",5513379
"AGO",1993,"P",800000
"AllAF",1993,"P",15171217
"AllAS",1993,"P",15398108
"AllCA",1993,"P",1779460
"AllEA",1993,"P",1731014
"AllME",1993,"P",76000
"AllSAARC",1993,"P",13640002
"AllSADC",1993,"P",4355472
"AllWA",1993,"P",7305271
"AllWE",1993,"P",1682106
"ARM",1993,"P",84306
"AZE",1993,"P",66900
"BDI",1993,"P",99714
"BEN",1993,"P",536700
"BFA",1993,"P",726556
"BTN",1993,"P",45000
"BWA",1993,"P",4000
"CAF",1993,"P",502100
"CIV",1993,"P",392000
"CMR",1993,"P",1000000
"COD",1993,"P",1141588
"COG",1993,"P",48000
"CPV",1993,"P",200000
"EGY",1993,"P",27350
"ETH",1993,"P",20000
"GAB",1993,"P",206548
"GEO",1993,"P",476200
"GHA",1993,"P",408134
"GIN",1993,"P",34180
"GMB",1993,"P",14000
"GNB",1993,"P",310000
"GNQ",1993,"P",5300
"IND",1993,"P",12900000
"KEN",1993,"P",195800
"KGZ",1993,"P",246600
"LBN",1993,"P",48000
"LBR",1993,"P",120000
"LKA",1993,"P",90100
"MLI",1993,"P",56215
"MOZ",1993,"P",1300000
"MWI",1993,"P",245175
"NAM",1993,"P",20065
"NER",1993,"P",38500
"NGA",1993,"P",3835786
"NPL",1993,"P",604902
"RWA",1993,"P",146000
"SEN",1993,"P",154000
"SLE",1993,"P",50000
"SOM",1993,"P",3500
"STP",1993,"P",1500
"SYR",1993,"P",650
"TCD",1993,"P",16012
"TGO",1993,"P",429200
"TJK",1993,"P",55700
"TKM",1993,"P",212000
"TUR",1993,"P",11446
"TUR2",1993,"P",354
"TZA",1993,"P",335000
"UGA",1993,"P",1266000
"UZB",1993,"P",528600
"ZMB",1993,"P",300000
"ZWE",1993,"P",209644
"AGO",1994,"P",790000
"AllAF",1994,"P",15640859
"AllAS",1994,"P",15128028
"AllCA",1994,"P",1786913
"AllEA",1994,"P",1753485
"AllME",1994,"P",80045
"AllSAARC",1994,"P",13751795
"AllSADC",1994,"P",4556321
"AllWA",1994,"P",7544140
"AllWE",1994,"P",1296188
"ARM",1994,"P",81488
"AZE",1994,"P",47900
"BDI",1994,"P",74785
"BEN",1994,"P",579468
"BFA",1994,"P",799311
"BTN",1994,"P",45968
"BWA",1994,"P",3500
"CAF",1994,"P",524100
"CIV",1994,"P",403000
"CMR",1994,"P",1000000
"COD",1994,"P",1151693
"COG",1994,"P",49000
"CPV",1994,"P",133000
"EGY",1994,"P",26600
"ETH",1994,"P",20000
"GAB",1994,"P",190000
"GEO",1994,"P",365100
"GHA",1994,"P",419000
"GIN",1994,"P",39721
"GMB",1994,"P",16000
"GNB",1994,"P",320000
"GNQ",1994,"P",5400
"IND",1994,"P",13000000
"KEN",1994,"P",200900
"KGZ",1994,"P",169400
"LBN",1994,"P",52795
"LBR",1994,"P",120000
"LKA",1994,"P",93800
"MLI",1994,"P",55322
"MOZ",1994,"P",1450000
"MWI",1994,"P",252112
"NAM",1994,"P",17843
"NER",1994,"P",38500
"NGA",1994,"P",3989218
"NPL",1994,"P",612027
"RWA",1994,"P",150000
"SEN",1994,"P",161000
"SLE",1994,"P",50000
"SOM",1994,"P",3800
"STP",1994,"P",1600
"SYR",1994,"P",650
"TCD",1994,"P",16813
"TGO",1994,"P",420600
"TJK",1994,"P",45700
"TKM",1994,"P",159000
"TUR",1994,"P",8730
"TUR2",1994,"P",270
"TZA",1994,"P",335000
"UGA",1994,"P",1304000
"UZB",1994,"P",418600
"ZMB",1994,"P",310000
"ZWE",1994,"P",246173
"AGO",1995,"P",800000
"AllAF",1995,"P",16071929
"AllAS",1995,"P",15062576
"AllCA",1995,"P",1771854
"AllEA",1995,"P",1797784
"AllME",1995,"P",72480
"AllSAARC",1995,"P",13870615
"AllSADC",1995,"P",4772311
"AllWA",1995,"P",7729980
"AllWE",1995,"P",1119481
"ARM",1995,"P",82281
"AZE",1995,"P",33400
"BDI",1995,"P",79184
"BEN",1995,"P",553979
"BFA",1995,"P",879352
"BTN",1995,"P",47691
"BWA",1995,"P",1000
"CAF",1995,"P",547000
"CIV",1995,"P",414000
"CMR",1995,"P",1000000
"COD",1995,"P",1084140
"COG",1995,"P",50000
"CPV",1995,"P",238500
"EGY",1995,"P",26800
"ETH",1995,"P",21000
"GAB",1995,"P",150000
"GEO",1995,"P",366900
"GHA",1995,"P",351169
"GIN",1995,"P",46160
"GMB",1995,"P",16000
"GNB",1995,"P",325000
"GNQ",1995,"P",5500
"IND",1995,"P",13100000
"KEN",1995,"P",230600
"KGZ",1995,"P",117800
"LBN",1995,"P",45000
"LBR",1995,"P",120000
"LKA",1995,"P",86900
"MLI",1995,"P",54734
"MOZ",1995,"P",1600000
"MWI",1995,"P",340192
"NAM",1995,"P",19979
"NER",1995,"P",38500
"NGA",1995,"P",4148786
"NPL",1995,"P",636024
"RWA",1995,"P",120000
"SEN",1995,"P",163000
"SLE",1995,"P",50000
"SOM",1995,"P",4000
"STP",1995,"P",1700
"SYR",1995,"P",680
"TCD",1995,"P",17654
"TGO",1995,"P",330800
"TJK",1995,"P",32700
"TKM",1995,"P",128000
"TUR",1995,"P",7760
"TUR2",1995,"P",240
"TZA",1995,"P",350000
"UGA",1995,"P",1343000
"UZB",1995,"P",350400
"ZMB",1995,"P",300000
"ZWE",1995,"P",277000
"AGO",1996,"P",810000
"AllAF",1996,"P",16246659
"AllAS",1996,"P",14961158
"AllCA",1996,"P",1827643
"AllEA",1996,"P",1919577
"AllME",1996,"P",67700
"AllSAARC",1996,"P",14016150
"AllSADC",1996,"P",4837981
"AllWA",1996,"P",7661458
"AllWE",1996,"P",877308
"ARM",1996,"P",79629
"AZE",1996,"P",30379
"BDI",1996,"P",74235
"BEN",1996,"P",581600
"BFA",1996,"P",967408
"BTN",1996,"P",61010
"BWA",1996,"P",3000
"CAF",1996,"P",571000
"CIV",1996,"P",264000
"CMR",1996,"P",1000000
"COD",1996,"P",1117483
"COG",1996,"P",51000
"CPV",1996,"P",100000
"EGY",1996,"P",27000
"ETH",1996,"P",22000
"GAB",1996,"P",180000
"GEO",1996,"P",352600
"GHA",1996,"P",317911
"GIN",1996,"P",47918
"GMB",1996,"P",16000
"GNB",1996,"P",330000
"GNQ",1996,"P",5600
"IND",1996,"P",13200000
"KEN",1996,"P",302042
"KGZ",1996,"P",113900
"LBN",1996,"P",40000
"LBR",1996,"P",120000
"LKA",1996,"P",84800
"MLI",1996,"P",54483
"MOZ",1996,"P",1620000
"MWI",1996,"P",312925
"NAM",1996,"P",18923
"NER",1996,"P",38500
"NGA",1996,"P",4314738
"NPL",1996,"P",670340
"RWA",1996,"P",134000
"SEN",1996,"P",171000
"SLE",1996,"P",50000
"SOM",1996,"P",4300
"STP",1996,"P",1800
"SYR",1996,"P",700
"TCD",1996,"P",18243
"TGO",1996,"P",287900
"TJK",1996,"P",5900
"TKM",1996,"P",82000
"TUR",1996,"P",4850
"TUR2",1996,"P",150
"TZA",1996,"P",370000
"UGA",1996,"P",1383000
"UZB",1996,"P",207900
"ZMB",1996,"P",320000
"ZWE",1996,"P",265650
"AGO",1997,"P",820000
"AllAF",1997,"P",16818093
"AllAS",1997,"P",14872323
"AllCA",1997,"P",1894687
"AllEA",1997,"P",1981835
"AllME",1997,"P",63720
"AllSAARC",1997,"P",14144207
"AllSADC",1997,"P",4985368
"AllWA",1997,"P",7956203
"AllWE",1997,"P",664396
"ARM",1997,"P",54297
"AZE",1997,"P",23399
"BDI",1997,"P",74235
"BEN",1997,"P",470300
"BFA",1997,"P",1064281
"BTN",1997,"P",49294
"BWA",1997,"P",2000
"CAF",1997,"P",596000
"CIV",1997,"P",271130
"CMR",1997,"P",1000000
"COD",1997,"P",1119712
"COG",1997,"P",52000
"CPV",1997,"P",143000
"EGY",1997,"P",28000
"ETH",1997,"P",23000
"GAB",1997,"P",220000
"GEO",1997,"P",332500
"GHA",1997,"P",353300
"GIN",1997,"P",49743
"GMB",1997,"P",16000
"GNB",1997,"P",335000
"GNQ",1997,"P",5700
"IND",1997,"P",13291000
"KEN",1997,"P",313100
"KGZ",1997,"P",88000
"LBN",1997,"P",35000
"LBR",1997,"P",120000
"LKA",1997,"P",80300
"MLI",1997,"P",54623
"MOZ",1997,"P",1640000
"MWI",1997,"P",420772
"NAM",1997,"P",16884
"NER",1997,"P",38500
"NGA",1997,"P",4487326
"NPL",1997,"P",723613
"RWA",1997,"P",142000
"SEN",1997,"P",191000
"SLE",1997,"P",50000
"SOM",1997,"P",4500
"STP",1997,"P",1900
"SYR",1997,"P",720
"TCD",1997,"P",19087
"TGO",1997,"P",312000
"TJK",1997,"P",2100
"TKM",1997,"P",70000
"TUR",1997,"P",4850
"TUR2",1997,"P",150
"TZA",1997,"P",390000
"UGA",1997,"P",1425000
"UZB",1997,"P",89100
"ZMB",1997,"P",316000
"ZWE",1997,"P",260000
"AGO",1998,"P",810000
"AllAF",1998,"P",17407895
"AllAS",1998,"P",14920772
"AllCA",1998,"P",2113900
"AllEA",1998,"P",2089038
"AllME",1998,"P",63250
"AllSAARC",1998,"P",14222018
"AllSADC",1998,"P",5059527
"AllWA",1998,"P",8145430
"AllWE",1998,"P",635504
"ARM",1998,"P",56908
"AZE",1998,"P",20996
"BDI",1998,"P",106648
"BEN",1998,"P",263723
"BFA",1998,"P",1170856
"BTN",1998,"P",52000
"BWA",1998,"P",4000
"CAF",1998,"P",622100
"CIV",1998,"P",276364
"CMR",1998,"P",1200000
"COD",1998,"P",1153507
"COG",1998,"P",53000
"CPV",1998,"P",185000
"EGY",1998,"P",28500
"ETH",1998,"P",24000
"GAB",1998,"P",211000
"GEO",1998,"P",330300
"GHA",1998,"P",351800
"GIN",1998,"P",51637
"GMB",1998,"P",16000
"GNB",1998,"P",340000
"GNQ",1998,"P",5800
"IND",1998,"P",13328000
"KEN",1998,"P",358462
"KGZ",1998,"P",92600
"LBN",1998,"P",34000
"LBR",1998,"P",120000
"LKA",1998,"P",76300
"MLI",1998,"P",55233
"MOZ",1998,"P",1650000
"MWI",1998,"P",427314
"NAM",1998,"P",14706
"NER",1998,"P",39000
"NGA",1998,"P",4666817
"NPL",1998,"P",765718
"RWA",1998,"P",120928
"SEN",1998,"P",214000
"SLE",1998,"P",50000
"SOM",1998,"P",4000
"STP",1998,"P",2000
"SYR",1998,"P",750
"TCD",1998,"P",20000
"TGO",1998,"P",345000
"TJK",1998,"P",1200
"TKM",1998,"P",55000
"TUR",1998,"P",4462
"TUR2",1998,"P",138
"TZA",1998,"P",410000
"UGA",1998,"P",1475000
"UZB",1998,"P",73900
"ZMB",1998,"P",320000
"ZWE",1998,"P",270000
"AGO",1999,"P",800000
"AllAF",1999,"P",17720266
"AllAS",1999,"P",15085419
"AllCA",1999,"P",1944400
"AllEA",1999,"P",2231816
"AllME",1999,"P",57760
"AllSAARC",1999,"P",14316996
"AllSADC",1999,"P",5096347
"AllWA",1999,"P",8447703
"AllWE",1999,"P",710663
"ARM",1999,"P",86184
"AZE",1999,"P",26103
"BDI",1999,"P",206276
"BEN",1999,"P",194511
"BFA",1999,"P",1288102
"BTN",1999,"P",52264
"BWA",1999,"P",4000
"CAF",1999,"P",649400
"CIV",1999,"P",284569
"CMR",1999,"P",1000000
"COD",1999,"P",1100086
"COG",1999,"P",54000
"CPV",1999,"P",200000
"EGY",1999,"P",29000
"ETH",1999,"P",25000
"GAB",1999,"P",212000
"GEO",1999,"P",365900
"GHA",1999,"P",332000
"GIN",1999,"P",53604
"GMB",1999,"P",14000
"GNB",1999,"P",345000
"GNQ",1999,"P",5900
"IND",1999,"P",13366000
"KEN",1999,"P",317115
"KGZ",1999,"P",105476
"LBN",1999,"P",28000
"LBR",1999,"P",120000
"LKA",1999,"P",73600
"MLI",1999,"P",56430
"MOZ",1999,"P",1680000
"MWI",1999,"P",444381
