"Country_code","Year","Species","Pop"
"TUR",2003,"LR",9627250
"TUR2",2003,"LR",297750
"TZA",2003,"LR",17704000
"UGA",2003,"LR",6519000
"UZB",2003,"LR",5477600
"YEM",2003,"LR",1418000
"ZMB",2003,"LR",2375473
"ZWE",2003,"LR",5405000
"AFG",2004,"LR",3494000
"AGO",2004,"LR",3680500
"AllAF",2004,"LR",177968612
"AllAS",2004,"LR",422769515
"AllCA",2004,"LR",23609650
"AllEA",2004,"LR",67346919
"AllME",2004,"LR",13306793
"AllSAARC",2004,"LR",324674840
"AllSADC",2004,"LR",35756513
"AllWA",2004,"LR",51255530
"AllWE",2004,"LR",84787882
"ARE",2004,"LR",100000
"ARM",2004,"LR",566236
"AZE",2004,"LR",2241779
"BDI",2004,"LR",374475
"BEN",2004,"LR",1717900
"BFA",2004,"LR",7457754
"BGD",2004,"LR",23660000
"BHR",2004,"LR",9010
"BTN",2004,"LR",339350
"BWA",2004,"LR",2050000
"CAF",2004,"LR",3423000
"CIV",2004,"LR",1420642
"CMR",2004,"LR",5900000
"COD",2004,"LR",758376
"COG",2004,"LR",150000
"COM",2004,"LR",46000
"CPV",2004,"LR",22306
"DJI",2004,"LR",300000
"EGY",2004,"LR",8214000
"ERI",2004,"LR",1930000
"ETH",2004,"LR",38749312
"GAB",2004,"LR",35000
"GEO",2004,"LR",1177900
"GHA",2004,"LR",1359000
"GIN",2004,"LR",3561038
"GMB",2004,"LR",408000
"GNB",2004,"LR",520000
"GNQ",2004,"LR",5050
"IND",2004,"LR",288294000
"IRN",2004,"LR",8033000
"IRQ",2004,"LR",1627000
"JOR",2004,"LR",69380
"KEN",2004,"LR",13022412
"KGZ",2004,"LR",1004363
"KWT",2004,"LR",28220
"LBN",2004,"LR",80343
"LBR",2004,"LR",36000
"LKA",2004,"LR",1462400
"MLI",2004,"LR",7233580
"MOZ",2004,"LR",1106159
"MRT",2004,"LR",1369000
"MWI",2004,"LR",765000
"NAM",2004,"LR",2309390
"NER",2004,"LR",6920838
"NGA",2004,"LR",15700000
"NPL",2004,"LR",10919090
"OMN",2004,"LR",333000
"PAK",2004,"LR",49257000
"PSE",2004,"LR",32395
"QAT",2004,"LR",10274
"RWA",2004,"LR",1003720
"SAU",2004,"LR",341958
"SEN",2004,"LR",3039472
"SLE",2004,"LR",200000
"SOM",2004,"LR",5400000
"STP",2004,"LR",3600
"SYR",2004,"LR",1028000
"TCD",2004,"LR",14093000
"TGO",2004,"LR",290000
"TJK",2004,"LR",1233346
"TKM",2004,"LR",2000000
"TUR",2004,"LR",9604414.26
"TUR2",2004,"LR",297043.74
"TZA",2004,"LR",17472118
"UGA",2004,"LR",6567000
"UZB",2004,"LR",5878800
"YEM",2004,"LR",1433213
"ZMB",2004,"LR",2341970
"ZWE",2004,"LR",5227000
"AFG",2005,"LR",3723000
"AGO",2005,"LR",4015424
"AllAF",2005,"LR",184116307
"AllAS",2005,"LR",431357057
"AllCA",2005,"LR",24584050
"AllEA",2005,"LR",69331458
"AllME",2005,"LR",13695979
"AllSAARC",2005,"LR",330314823
"AllSADC",2005,"LR",37611943
"AllWA",2005,"LR",52588856
"AllWE",2005,"LR",87346255
"ARE",2005,"LR",55903
"ARM",2005,"LR",573662
"AZE",2005,"LR",2315761
"BDI",2005,"LR",395741
"BEN",2005,"LR",1717900
"BFA",2005,"LR",7606887
"BGD",2005,"LR",23780000
"BHR",2005,"LR",9000
"BTN",2005,"LR",386135
"BWA",2005,"LR",2125000
"CAF",2005,"LR",3500000
"CIV",2005,"LR",1449054
"CMR",2005,"LR",6000000
"COD",2005,"LR",756940
"COG",2005,"LR",200000
"COM",2005,"LR",47000
"CPV",2005,"LR",25000
"DJI",2005,"LR",300000
"EGY",2005,"LR",8370000
"ERI",2005,"LR",1950000
"ETH",2005,"LR",40390096
"GAB",2005,"LR",35000
"GEO",2005,"LR",1190600
"GHA",2005,"LR",1373000
"GIN",2005,"LR",3756353
"GMB",2005,"LR",410000
"GNB",2005,"LR",530000
"GNQ",2005,"LR",5050
"IND",2005,"LR",293579992
"IRN",2005,"LR",8232000
"IRQ",2005,"LR",1861000
"JOR",2005,"LR",67620
"KEN",2005,"LR",13019049
"KGZ",2005,"LR",1034890
"KWT",2005,"LR",27359
"LBN",2005,"LR",76900
"LBR",2005,"LR",36000
"LKA",2005,"LR",1492770
"MLI",2005,"LR",7450588
"MOZ",2005,"LR",1243000
"MRT",2005,"LR",1382000
"MWI",2005,"LR",777846
"NAM",2005,"LR",3133887
"NER",2005,"LR",7336088
"NGA",2005,"LR",15875266
"NPL",2005,"LR",11075926
"OMN",2005,"LR",301550
"PAK",2005,"LR",50518000
"PSE",2005,"LR",33746
"QAT",2005,"LR",6565
"RWA",2005,"LR",1006572
"SAU",2005,"LR",352000
"SEN",2005,"LR",3090720
"SLE",2005,"LR",250000
"SOM",2005,"LR",5500000
"STP",2005,"LR",3000
"SYR",2005,"LR",1087093
"TCD",2005,"LR",14841000
"TGO",2005,"LR",300000
"TJK",2005,"LR",1317896
"TKM",2005,"LR",2024500
"TUR",2005,"LR",9868048.62
"TUR2",2005,"LR",305197.38
"TZA",2005,"LR",17719092
"UGA",2005,"LR",6770000
"UZB",2005,"LR",6242700
"YEM",2005,"LR",1447243
"ZMB",2005,"LR",2566754
"ZWE",2005,"LR",5227000
"AFG",2006,"LR",4110000
"AGO",2006,"LR",4105750
"AllAF",2006,"LR",188979210
"AllAS",2006,"LR",444727839
"AllCA",2006,"LR",25521600
"AllEA",2006,"LR",71666934
"AllME",2006,"LR",13642982
"AllSAARC",2006,"LR",335993257
"AllSADC",2006,"LR",37583192
"AllWA",2006,"LR",54207484
"AllWE",2006,"LR",95091600
"ARE",2006,"LR",58838
"ARM",2006,"LR",592466
"AZE",2006,"LR",2369887
"BDI",2006,"LR",433800
"BEN",2006,"LR",1810000
"BFA",2006,"LR",7759005
"BGD",2006,"LR",23960000
"BHR",2006,"LR",9000
"BTN",2006,"LR",366657
"BWA",2006,"LR",2150000
"CAF",2006,"LR",3600000
"CIV",2006,"LR",1478035
"CMR",2006,"LR",6000000
"COD",2006,"LR",755500
"COG",2006,"LR",250000
"COM",2006,"LR",49000
"CPV",2006,"LR",27370
"DJI",2006,"LR",297000
"EGY",2006,"LR",8547000
"ERI",2006,"LR",1950000
"ETH",2006,"LR",43124584
"GAB",2006,"LR",35000
"GEO",2006,"LR",1080300
"GHA",2006,"LR",1359000
"GIN",2006,"LR",3962380
"GMB",2006,"LR",413000
"GNB",2006,"LR",550000
"GNQ",2006,"LR",5100
"IND",2006,"LR",298962008
"IRN",2006,"LR",8316000
"IRQ",2006,"LR",1540000
"JOR",2006,"LR",69200
"KEN",2006,"LR",12416271
"KGZ",2006,"LR",1074764
"KWT",2006,"LR",31529
"LBN",2006,"LR",77000
"LBR",2006,"LR",37000
"LKA",2006,"LR",1498790
"MLI",2006,"LR",7532000
"MOZ",2006,"LR",1053000
"MRT",2006,"LR",1700000
"MWI",2006,"LR",799017
"NAM",2006,"LR",2383960
"NER",2006,"LR",7776953
"NGA",2006,"LR",16013382
"NPL",2006,"LR",11205802
"OMN",2006,"LR",307580
"PAK",2006,"LR",56893796
"PSE",2006,"LR",36284
"QAT",2006,"LR",7411
"RWA",2006,"LR",1122179
"SAU",2006,"LR",369000
"SEN",2006,"LR",3136959
"SLE",2006,"LR",350000
"SOM",2006,"LR",5350000
"STP",2006,"LR",2500
"SYR",2006,"LR",1126440
"TCD",2006,"LR",15629000
"TGO",2006,"LR",302400
"TJK",2006,"LR",1386482
"TKM",2006,"LR",2065000
"TUR",2006,"LR",10312462.85
"TUR2",2006,"LR",318942.15
"TZA",2006,"LR",18500000
"UGA",2006,"LR",6973100
"UZB",2006,"LR",6571500
"YEM",2006,"LR",1463700
"ZMB",2006,"LR",2799965
"ZWE",2006,"LR",4987000
"AFG",2007,"LR",4357000
"AGO",2007,"LR",4198109
"AllAF",2007,"LR",200795108
"AllAS",2007,"LR",454300764
"AllCA",2007,"LR",26658300
"AllEA",2007,"LR",81054591
"AllME",2007,"LR",14285732
"AllSAARC",2007,"LR",341803850
"AllSADC",2007,"LR",37711115
"AllWA",2007,"LR",55371102
"AllWE",2007,"LR",98211182
"ARE",2007,"LR",61927
"ARM",2007,"LR",620724
"AZE",2007,"LR",2422121
"BDI",2007,"LR",479106
"BEN",2007,"LR",1857000
"BFA",2007,"LR",7914160
"BGD",2007,"LR",24080000
"BHR",2007,"LR",9000
"BTN",2007,"LR",372950
"BWA",2007,"LR",2171263
"CAF",2007,"LR",3857000
"CIV",2007,"LR",1507596
"CMR",2007,"LR",6000000
"COD",2007,"LR",754060
"COG",2007,"LR",300000
"COM",2007,"LR",50000
"CPV",2007,"LR",23979
"DJI",2007,"LR",297000
"EGY",2007,"LR",9037466
"ERI",2007,"LR",2026028
"ETH",2007,"LR",47570680
"GAB",2007,"LR",36000
"GEO",2007,"LR",1048500
"GHA",2007,"LR",1373000
"GIN",2007,"LR",4179708
"GMB",2007,"LR",415000
"GNB",2007,"LR",574060
"GNQ",2007,"LR",5100
"IND",2007,"LR",304415008
"IRN",2007,"LR",8424010
"IRQ",2007,"LR",1541000
"JOR",2007,"LR",81100
"KEN",2007,"LR",17537332
"KGZ",2007,"LR",1116733
"KWT",2007,"LR",32674
"LBN",2007,"LR",77400
"LBR",2007,"LR",38000
"LKA",2007,"LR",1524800
"MLI",2007,"LR",7904329
"MOZ",2007,"LR",1308000
"MRT",2007,"LR",1397000
"MWI",2007,"LR",870622
"NAM",2007,"LR",2353498
"NER",2007,"LR",8242828
"NGA",2007,"LR",16152700
"NPL",2007,"LR",11411092
"OMN",2007,"LR",313580
"PAK",2007,"LR",58820000
"PSE",2007,"LR",34255
"QAT",2007,"LR",7000
"RWA",2007,"LR",1147152
"SAU",2007,"LR",421000
"SEN",2007,"LR",3163410
"SLE",2007,"LR",325532
"SOM",2007,"LR",4815000
"STP",2007,"LR",2200
"SYR",2007,"LR",1174330
"TCD",2007,"LR",16458000
"TGO",2007,"LR",302800
"TJK",2007,"LR",1437614
"TKM",2007,"LR",1948000
"TUR",2007,"LR",10642723.6
"TUR2",2007,"LR",329156.4
"TZA",2007,"LR",18500000
"UGA",2007,"LR",7182293
"UZB",2007,"LR",7044600
"YEM",2007,"LR",1495000
"ZMB",2007,"LR",2457563
"ZWE",2007,"LR",5048000
"AFG",2008,"LR",4745000
"AGO",2008,"LR",4292545
"AllAF",2008,"LR",209246651
"AllAS",2008,"LR",456315854
"AllCA",2008,"LR",26469400
"AllEA",2008,"LR",87591591
"AllME",2008,"LR",14626482
"AllSAARC",2008,"LR",341047570
"AllSADC",2008,"LR",38289503
"AllWA",2008,"LR",56896157
"AllWE",2008,"LR",100641802
"ARE",2008,"LR",65179
"ARM",2008,"LR",629643
"AZE",2008,"LR",2487075
"BDI",2008,"LR",471614
"BEN",2008,"LR",1905000
"BFA",2008,"LR",8072420
"BGD",2008,"LR",24160000
"BHR",2008,"LR",7000
"BTN",2008,"LR",327217
"BWA",2008,"LR",2219503
"CAF",2008,"LR",3723000
"CIV",2008,"LR",1537748
"CMR",2008,"LR",5046000
"COD",2008,"LR",752630
"COG",2008,"LR",325000
"COM",2008,"LR",50000
"CPV",2008,"LR",25928
"DJI",2008,"LR",297000
"EGY",2008,"LR",9075811
"ERI",2008,"LR",2036158
"ETH",2008,"LR",49000000
"GAB",2008,"LR",36500
"GEO",2008,"LR",1045500
"GHA",2008,"LR",1392000
"GIN",2008,"LR",4408956
"GMB",2008,"LR",420000
"GNB",2008,"LR",599200
"GNQ",2008,"LR",5100
"IND",2008,"LR",303458992
"IRN",2008,"LR",7280000
"IRQ",2008,"LR",1865537
"JOR",2008,"LR",79480
"KEN",2008,"LR",18383184
"KGZ",2008,"LR",1168026
"KWT",2008,"LR",32931
"LBN",2008,"LR",76900
"LBR",2008,"LR",38500
"LKA",2008,"LR",1514140
"MLI",2008,"LR",8141459
"MOZ",2008,"LR",1358000
"MRT",2008,"LR",1421000
"MWI",2008,"LR",947498
"NAM",2008,"LR",2542000
"NER",2008,"LR",8737398
"NGA",2008,"LR",16293200
"NPL",2008,"LR",11587221
"OMN",2008,"LR",319900
"PAK",2008,"LR",60832000
"PSE",2008,"LR",32986
"QAT",2008,"LR",7000
"RWA",2008,"LR",1194895
"SAU",2008,"LR",417758
"SEN",2008,"LR",3210210
"SLE",2008,"LR",390638
"SOM",2008,"LR",4800000
"STP",2008,"LR",1800
"SYR",2008,"LR",1115000
"TCD",2008,"LR",17332000
"TGO",2008,"LR",302500
"TJK",2008,"LR",1717500
"TKM",2008,"LR",2157700
"TUR",2008,"LR",10787814.26
"TUR2",2008,"LR",333643.74
"TZA",2008,"LR",18800000
"UGA",2008,"LR",11408740
"UZB",2008,"LR",7457900
"YEM",2008,"LR",1531000
"ZMB",2008,"LR",2315327
"ZWE",2008,"LR",5012000
"AFG",2009,"LR",4721000
"AGO",2009,"LR",4389105
"AllAF",2009,"LR",215010770
"AllAS",2009,"LR",458890382
"AllCA",2009,"LR",27412550
"AllEA",2009,"LR",88998871
"AllME",2009,"LR",14938969
"AllSAARC",2009,"LR",340505653
"AllSADC",2009,"LR",39802905
"AllWA",2009,"LR",58796444
"AllWE",2009,"LR",103445760
"ARE",2009,"LR",103909
"ARM",2009,"LR",585219
"AZE",2009,"LR",2543832
"BDI",2009,"LR",554234
"BEN",2009,"LR",1954000
"BFA",2009,"LR",8233845
"BGD",2009,"LR",24280000
"BHR",2009,"LR",7200
"BTN",2009,"LR",353311
"BWA",2009,"LR",2412635
"CAF",2009,"LR",3807000
"CIV",2009,"LR",1573116
"CMR",2009,"LR",5000300
"COD",2009,"LR",751200
"COG",2009,"LR",310000
"COM",2009,"LR",50000
"CPV",2009,"LR",26000
"DJI",2009,"LR",297000
"EGY",2009,"LR",8363671
"ERI",2009,"LR",2046339
"ETH",2009,"LR",50884004
"GAB",2009,"LR",36500
"GEO",2009,"LR",1014700
"GHA",2009,"LR",1438000
"GIN",2009,"LR",4650780
"GMB",2009,"LR",432000
"GNB",2009,"LR",620000
"GNQ",2009,"LR",5100
"IND",2009,"LR",302508008
"IRN",2009,"LR",7450000
"IRQ",2009,"LR",2838000
"JOR",2009,"LR",64620
"KEN",2009,"LR",17467774
"KGZ",2009,"LR",1278070
"KWT",2009,"LR",35822
"LBN",2009,"LR",74900
"LBR",2009,"LR",39000
"LKA",2009,"LR",1508650
"MLI",2009,"LR",8395703
"MOZ",2009,"LR",1277044
"MRT",2009,"LR",1699000
"MWI",2009,"LR",982921
"NAM",2009,"LR",2471000
"NER",2009,"LR",9261642
"NGA",2009,"LR",16434978
"NPL",2009,"LR",11855684
"OMN",2009,"LR",325500
"PAK",2009,"LR",62912000
"PSE",2009,"LR",32000
"QAT",2009,"LR",11111
"RWA",2009,"LR",1218518
"SAU",2009,"LR",424489
"SEN",2009,"LR",3260880
"SLE",2009,"LR",470000
"SOM",2009,"LR",4780000
"STP",2009,"LR",1650
"SYR",2009,"LR",1090452
"TCD",2009,"LR",18252000
"TGO",2009,"LR",307500
"TJK",2009,"LR",1814500
"TKM",2009,"LR",2153900
"TUR",2009,"LR",10617851.83
"TUR2",2009,"LR",328387.17
"TZA",2009,"LR",19100000
"UGA",2009,"LR",11751002
"UZB",2009,"LR",8026300
"YEM",2009,"LR",1567295
"ZMB",2009,"LR",3038000
"ZWE",2009,"LR",5331000
"AFG",2010,"LR",5673000
"AGO",2010,"LR",4487838
"AllAF",2010,"LR",221395368
"AllAS",2010,"LR",460923331
"AllCA",2010,"LR",28330604
"AllEA",2010,"LR",92433378
"AllME",2010,"LR",15145031
"AllSAARC",2010,"LR",339942325
"AllSADC",2010,"LR",40802625
"AllWA",2010,"LR",59828761
"AllWE",2010,"LR",105835975
"ARE",2010,"LR",100860
"ARM",2010,"LR",571088
"AZE",2010,"LR",2577100
"BDI",2010,"LR",596412
"BEN",2010,"LR",2005000
"BFA",2010,"LR",8398499
"BGD",2010,"LR",24400000
"BHR",2010,"LR",10000
"BTN",2010,"LR",353769
"BWA",2010,"LR",2648842
"CAF",2010,"LR",3893000
"CIV",2010,"LR",1581582
"CMR",2010,"LR",4843104
"COD",2010,"LR",749779
"COG",2010,"LR",330000
"COM",2010,"LR",50000
"CPV",2010,"LR",24000
"DJI",2010,"LR",297000
"EGY",2010,"LR",8546957
"ERI",2010,"LR",2056570
"ETH",2010,"LR",53382192
"GAB",2010,"LR",37000
"GEO",2010,"LR",1049400
"GHA",2010,"LR",1454000
"GIN",2010,"LR",4932851
"GMB",2010,"LR",425000
"GNB",2010,"LR",641500
"GNQ",2010,"LR",5200
"IND",2010,"LR",301559992
"IRN",2010,"LR",7627000
"IRQ",2010,"LR",2924000
"JOR",2010,"LR",65490
"KEN",2010,"LR",17862852
"KGZ",2010,"LR",1298825
"KWT",2010,"LR",35705
"LBN",2010,"LR",68568
"LBR",2010,"LR",39500
"LKA",2010,"LR",1592320
"MLI",2010,"LR",8896392
"MOZ",2010,"LR",1277044
"MRT",2010,"LR",1701112
"MWI",2010,"LR",1069854
"NAM",2010,"LR",2400000
"NER",2010,"LR",9011897
"NGA",2010,"LR",16577962
"NPL",2010,"LR",12036244
"OMN",2010,"LR",332780
"PAK",2010,"LR",63698000
"PSE",2010,"LR",33925
"QAT",2010,"LR",11422
"RWA",2010,"LR",1334820
"SAU",2010,"LR",393324
"SEN",2010,"LR",3313055
"SLE",2010,"LR",517000
"SOM",2010,"LR",4800000
"STP",2010,"LR",1300
"SYR",2010,"LR",1017000
"TCD",2010,"LR",19221000
"TGO",2010,"LR",309411
"TJK",2010,"LR",1844997
"TKM",2010,"LR",2174600
"TUR",2010,"LR",10486830.05
"TUR2",2010,"LR",324334.95
"TZA",2010,"LR",19245648
"UGA",2010,"LR",12103532
"UZB",2010,"LR",8510800
"YEM",2010,"LR",1605000
"ZMB",2010,"LR",3100000
"ZWE",2010,"LR",5773620
"AFG",2011,"LR",5524000
"AGO",2011,"LR",4586570
"AllAF",2011,"LR",228083847
"AllAS",2011,"LR",465803002
"AllCA",2011,"LR",29886454
"AllEA",2011,"LR",91776965
"AllME",2011,"LR",15625482
"AllSAARC",2011,"LR",339291114
"AllSADC",2011,"LR",42693461
"AllWA",2011,"LR",63726967
"AllWE",2011,"LR",110886406
"ARE",2011,"LR",88617
"ARM",2011,"LR",571817
"AZE",2011,"LR",2605986
"BDI",2011,"LR",653580
"BEN",2011,"LR",2058000
"BFA",2011,"LR",8566448
"BGD",2011,"LR",24515000
"BHR",2011,"LR",10000
"BTN",2011,"LR",341436
"BWA",2011,"LR",2554364
"CAF",2011,"LR",4182000
"CIV",2011,"LR",1582652
"CMR",2011,"LR",5084754
"COD",2011,"LR",748349
"COG",2011,"LR",335000
"COM",2011,"LR",50000
"CPV",2011,"LR",22652
"DJI",2011,"LR",296000
"EGY",2011,"LR",8762910
"ERI",2011,"LR",2065000
"ETH",2011,"LR",52129016
"GAB",2011,"LR",37500
"GEO",2011,"LR",1087600
"GHA",2011,"LR",1498000
"GIN",2011,"LR",5203407
"GMB",2011,"LR",398472
"GNB",2011,"LR",650000
"GNQ",2011,"LR",5200
"IND",2011,"LR",300618008
"IRN",2011,"LR",7809000
"IRQ",2011,"LR",3009000
"JOR",2011,"LR",67700
"KEN",2011,"LR",18173500
"KGZ",2011,"LR",1338583
"KWT",2011,"LR",28745
"LBN",2011,"LR",70000
"LBR",2011,"LR",39800
"LKA",2011,"LR",1596970
"MLI",2011,"LR",9163284
"MOZ",2011,"LR",1395433
"MRT",2011,"LR",1724797
"MWI",2011,"LR",1110560
"NAM",2011,"LR",2350000
"NER",2011,"LR",9552611
"NGA",2011,"LR",19041270
"NPL",2011,"LR",12219700
"OMN",2011,"LR",339500
"PAK",2011,"LR",67292000
"PSE",2011,"LR",39625
"QAT",2011,"LR",10063
"RWA",2011,"LR",1143231
"SAU",2011,"LR",426204
"SEN",2011,"LR",3345540
"SLE",2011,"LR",568700
"SOM",2011,"LR",4850000
"STP",2011,"LR",1000
"SYR",2011,"LR",1119118
"TCD",2011,"LR",20241000
"TGO",2011,"LR",311334
"TJK",2011,"LR",1911894
"TKM",2011,"LR",2196300
"TUR",2011,"LR",11110890.22
"TUR2",2011,"LR",343635.78
"TZA",2011,"LR",21300000
"UGA",2011,"LR",12466638
"UZB",2011,"LR",9094700
"YEM",2011,"LR",1654000
"ZMB",2011,"LR",2539797
"ZWE",2011,"LR",6058388
"AFG",2012,"LR",5244000
"AGO",2012,"LR",4687475
"AllAF",2012,"LR",279791252
"AllAS",2012,"LR",469748692
"AllCA",2012,"LR",31472476
"AllEA",2012,"LR",136505331
"AllME",2012,"LR",16081510
"AllSAARC",2012,"LR",338615307
"AllSADC",2012,"LR",46310370
"AllWA",2012,"LR",65503075
"AllWE",2012,"LR",115051875
"ARE",2012,"LR",78717
"ARM",2012,"LR",599715
"AZE",2012,"LR",2644372
"BDI",2012,"LR",609430
"BEN",2012,"LR",2111000
"BFA",2012,"LR",8737755
"BGD",2012,"LR",24638000
"BHR",2012,"LR",10000
"BTN",2012,"LR",342827
"BWA",2012,"LR",2247893
"CAF",2012,"LR",4250000
"CIV",2012,"LR",1583725
"CMR",2012,"LR",5527128
"COD",2012,"LR",893006
"COG",2012,"LR",336000
"COM",2012,"LR",50000
"CPV",2012,"LR",22702
"DJI",2012,"LR",298000
"EGY",2012,"LR",9111338
"ERI",2012,"LR",2070000
"ETH",2012,"LR",53990060
"GAB",2012,"LR",38000
"GEO",2012,"LR",1228800
"GHA",2012,"LR",1543000
"GIN",2012,"LR",5488802
"GMB",2012,"LR",372801
"GNB",2012,"LR",650000
"GNQ",2012,"LR",5300
"IND",2012,"LR",299606227
"IRN",2012,"LR",7999000
"IRQ",2012,"LR",3032000
"JOR",2012,"LR",68610
"KEN",2012,"LR",19129800
"KGZ",2012,"LR",1367466
"KWT",2012,"LR",25775
"LBN",2012,"LR",78000
"LBR",2012,"LR",40000
"LKA",2012,"LR",1650170
"MLI",2012,"LR",9438182
"MOZ",2012,"LR",1541000
"MRT",2012,"LR",1749076
"MWI",2012,"LR",1164438
"NAM",2012,"LR",2904451
"NER",2012,"LR",10125767
"NGA",2012,"LR",19206928
"NPL",2012,"LR",12378083
"OMN",2012,"LR",346000
"PAK",2012,"LR",69595000
"PSE",2012,"LR",33670
"QAT",2012,"LR",10649
"RWA",2012,"LR",1135141
"SAU",2012,"LR",486503
"SDN",2012,"LR",29840000
"SEN",2012,"LR",3378995
"SLE",2012,"LR",625570
"SOM",2012,"LR",4870000
"SSD",2012,"LR",11757000
"STP",2012,"LR",1048
"SYR",2012,"LR",1115881
"TCD",2012,"LR",21315000
"TGO",2012,"LR",428772
"TJK",2012,"LR",2030353
"TKM",2012,"LR",2216500
"TUR",2012,"LR",12109449.93
"TUR2",2012,"LR",374519.07
"TZA",2012,"LR",22800000
"UGA",2012,"LR",12805900
"UZB",2012,"LR",9642700
"YEM",2012,"LR",1684367
"ZMB",2012,"LR",3922107
"ZWE",2012,"LR",6100000
"AFG",2013,"LR",5235000
"AGO",2013,"LR",4790599
"AllAF",2013,"LR",285512017
"AllAS",2013,"LR",472893854
"AllCA",2013,"LR",32932738
"AllEA",2013,"LR",137065902
"AllME",2013,"LR",15603165
"AllSAARC",2013,"LR",337621376
"AllSADC",2013,"LR",48135523
"AllWA",2013,"LR",67377854
"AllWE",2013,"LR",119669313
"ARE",2013,"LR",85359
"ARM",2013,"LR",661534
"AZE",2013,"LR",2673189
"BDI",2013,"LR",759191
"BEN",2013,"LR",2166000
"BFA",2013,"LR",8912532
"BGD",2013,"LR",24806000
"BHR",2013,"LR",10500
"BTN",2013,"LR",349681
"BWA",2013,"LR",2083847
"CAF",2013,"LR",4300000
"CIV",2013,"LR",1585585
"CMR",2013,"LR",5805297
"COD",2013,"LR",946585
"COG",2013,"LR",337000
"COM",2013,"LR",50000
"CPV",2013,"LR",22752
"DJI",2013,"LR",298000
"EGY",2013,"LR",8660218
"ERI",2013,"LR",2080000
"ETH",2013,"LR",55027080
"GAB",2013,"LR",38000
"GEO",2013,"LR",1229700
"GHA",2013,"LR",1590000
"GIN",2013,"LR",5789850
"GMB",2013,"LR",436054
"GNB",2013,"LR",670000
"GNQ",2013,"LR",5300
"IND",2013,"LR",298400000
"IRN",2013,"LR",8138000
"IRQ",2013,"LR",2960662
"JOR",2013,"LR",69838
"KEN",2013,"LR",18138500
"KGZ",2013,"LR",1404168
"KWT",2013,"LR",25112
"LBN",2013,"LR",80500
"LBR",2013,"LR",42000
"LKA",2013,"LR",1549800
"MLI",2013,"LR",9721328
"MOZ",2013,"LR",1680000
"MRT",2013,"LR",1773543
"MWI",2013,"LR",1241744
"NAM",2013,"LR",2634418
"NER",2013,"LR",10733314
"NGA",2013,"LR",19374029
"NPL",2013,"LR",12515895
"OMN",2013,"LR",359500
"PAK",2013,"LR",71854000
"PSE",2013,"LR",33980
"QAT",2013,"LR",18398
"RWA",2013,"LR",1132231
"SAU",2013,"LR",456371
"SDN",2013,"LR",30010000
"SEN",2013,"LR",3429680
"SLE",2013,"LR",688127
"SOM",2013,"LR",4870000
"SSD",2013,"LR",11765000
"STP",2013,"LR",1141
"SYR",2013,"LR",1120821
"TCD",2013,"LR",22446000
"TGO",2013,"LR",443060
"TJK",2013,"LR",2114075
"TKM",2013,"LR",2196000
"TUR",2013,"LR",13601676.59
"TUR2",2013,"LR",420670.41
"TZA",2013,"LR",24531672
"UGA",2013,"LR",12985900
"UZB",2013,"LR",10141300
"YEM",2013,"LR",1721906
"ZMB",2013,"LR",4026658
"ZWE",2013,"LR",6150000
"AFG",2014,"LR",5349000
"AGO",2014,"LR",4895000
"AllAF",2014,"LR",291894028
"AllAS",2014,"LR",471390365
"AllCA",2014,"LR",34323000
"AllEA",2014,"LR",139866468
"AllME",2014,"LR",15742438
"AllSAARC",2014,"LR",336094903
"AllSADC",2014,"LR",48241675
"AllWA",2014,"LR",69462885
"AllWE",2014,"LR",119553024
"ARE",2014,"LR",89510
"ARM",2014,"LR",678315
"AZE",2014,"LR",2697495
"BDI",2014,"LR",826062
"BEN",2014,"LR",2222000
"BFA",2014,"LR",9090700
"BGD",2014,"LR",24945000
"BHR",2014,"LR",10500
"BTN",2014,"LR",301905
"BWA",2014,"LR",1596605
"CAF",2014,"LR",4350000
"CIV",2014,"LR",1587000
"CMR",2014,"LR",5950000
"COD",2014,"LR",949425
"COG",2014,"LR",340000
"COM",2014,"LR",50000
"CPV",2014,"LR",22802
"DJI",2014,"LR",300000
"EGY",2014,"LR",8711753
"ERI",2014,"LR",2090000
"ETH",2014,"LR",56706389
"GAB",2014,"LR",38500
"GEO",2014,"LR",1249000
"GHA",2014,"LR",1657000
"GIN",2014,"LR",6074000
"GMB",2014,"LR",479183
"GNB",2014,"LR",675000
"GNQ",2014,"LR",5300
"IND",2014,"LR",297000000
"IRN",2014,"LR",4338510
"IRQ",2014,"LR",3087401
"JOR",2014,"LR",69508
"KEN",2014,"LR",18247632
"KGZ",2014,"LR",1458377
"KWT",2014,"LR",27310
"LBN",2014,"LR",94000
"LBR",2014,"LR",43000
"LKA",2014,"LR",1425470
"MLI",2014,"LR",10012968
"MOZ",2014,"LR",1798000
"MRT",2014,"LR",1850000
"MWI",2014,"LR",1316799
"NAM",2014,"LR",2882489
"NER",2014,"LR",11377312
"NGA",2014,"LR",19753249
"NPL",2014,"LR",12422528
"OMN",2014,"LR",366680
"PAK",2014,"LR",74296000
"PSE",2014,"LR",42390
"QAT",2014,"LR",22277
"RWA",2014,"LR",1165385
"SAU",2014,"LR",354276
"SDN",2014,"LR",30191000
"SEN",2014,"LR",3481126
"SLE",2014,"LR",700155
"SOM",2014,"LR",4900000
"SSD",2014,"LR",11817000
"STP",2014,"LR",1200
